GEOID,NAME,Median_Rent,
1400000US06075012300,"Census Tract 123, San Francisco County, California",554,
1400000US06075012400,"Census Tract 124, San Francisco County, California",534,
1400000US06075012500,"Census Tract 125, San Francisco County, California",369,
1400000US06075012600,"Census Tract 126, San Francisco County, California",1376,
1400000US06075012700,"Census Tract 127, San Francisco County, California",1492,
1400000US06075012800,"Census Tract 128, San Francisco County, California",1209,
1400000US06075012900,"Census Tract 129, San Francisco County, California",1112,
1400000US06075013000,"Census Tract 130, San Francisco County, California",1201,
1400000US06075013100,"Census Tract 131, San Francisco County, California",1375,
1400000US06075013200,"Census Tract 132, San Francisco County, California",1518,
1400000US06075013300,"Census Tract 133, San Francisco County, California",1223,
1400000US06075013400,"Census Tract 134, San Francisco County, California",1251,
1400000US06075013500,"Census Tract 135, San Francisco County, California",1058,
1400000US06075015100,"Census Tract 151, San Francisco County, California",952,
1400000US06075015200,"Census Tract 152, San Francisco County, California",961,
1400000US06075015300,"Census Tract 153, San Francisco County, California",1038,
1400000US06075015400,"Census Tract 154, San Francisco County, California",1120,
1400000US06075015500,"Census Tract 155, San Francisco County, California",839,
1400000US06075015600,"Census Tract 156, San Francisco County, California",965,
1400000US06075015700,"Census Tract 157, San Francisco County, California",1012,
1400000US06075015800,"Census Tract 158, San Francisco County, California",847,
1400000US06075015900,"Census Tract 159, San Francisco County, California",1069,
1400000US06075016000,"Census Tract 160, San Francisco County, California",879,
1400000US06075016100,"Census Tract 161, San Francisco County, California",395,
1400000US06075016200,"Census Tract 162, San Francisco County, California",712,
1400000US06075016300,"Census Tract 163, San Francisco County, California",784,
1400000US06075016400,"Census Tract 164, San Francisco County, California",944,
1400000US06075016500,"Census Tract 165, San Francisco County, California",957,
1400000US06075016600,"Census Tract 166, San Francisco County, California",1111,
1400000US06075016700,"Census Tract 167, San Francisco County, California",963,
1400000US06075016800,"Census Tract 168, San Francisco County, California",803,
1400000US06075016900,"Census Tract 169, San Francisco County, California",978,
1400000US06075017000,"Census Tract 170, San Francisco County, California",1141,
1400000US06075017100,"Census Tract 171, San Francisco County, California",1134,
1400000US06075017601,"Census Tract 176.01, San Francisco County, California",544,
1400000US06075017602,"Census Tract 176.02, San Francisco County, California",1361,
1400000US06075017700,"Census Tract 177, San Francisco County, California",874,
1400000US06075017800,"Census Tract 178, San Francisco County, California",361,
1400000US06075017901,"Census Tract 179.01, San Francisco County, California",1749,
1400000US06075017902,"Census Tract 179.02, San Francisco County, California",1803,
1400000US06075018000,"Census Tract 180, San Francisco County, California",734,
1400000US06075020100,"Census Tract 201, San Francisco County, California",593,
1400000US06075020200,"Census Tract 202, San Francisco County, California",755,
1400000US06075020300,"Census Tract 203, San Francisco County, California",907,
1400000US06075020400,"Census Tract 204, San Francisco County, California",1120,
1400000US06075020500,"Census Tract 205, San Francisco County, California",1007,
1400000US06075020600,"Census Tract 206, San Francisco County, California",1026,
1400000US06075020700,"Census Tract 207, San Francisco County, California",863,
1400000US06075020800,"Census Tract 208, San Francisco County, California",753,
1400000US06075020900,"Census Tract 209, San Francisco County, California",736,
1400000US06075021000,"Census Tract 210, San Francisco County, California",866,
1400000US06075021100,"Census Tract 211, San Francisco County, California",1146,
1400000US06075021200,"Census Tract 212, San Francisco County, California",1158,
1400000US06075021300,"Census Tract 213, San Francisco County, California",1204,
1400000US06075021400,"Census Tract 214, San Francisco County, California",1183,
1400000US06075021500,"Census Tract 215, San Francisco County, California",971,
1400000US06075021600,"Census Tract 216, San Francisco County, California",1029,
1400000US06075021700,"Census Tract 217, San Francisco County, California",920,
1400000US06075021800,"Census Tract 218, San Francisco County, California",1145,
1400000US06075022600,"Census Tract 226, San Francisco County, California",1024,
1400000US06075022701,"Census Tract 227.01, San Francisco County, California",1105,
1400000US06075022702,"Census Tract 227.02, San Francisco County, California",1384,
1400000US06075022703,"Census Tract 227.03, San Francisco County, California",558,
1400000US06075022801,"Census Tract 228.01, San Francisco County, California",813,
1400000US06075022802,"Census Tract 228.02, San Francisco County, California",698,
1400000US06075022803,"Census Tract 228.03, San Francisco County, California",924,
1400000US06075022901,"Census Tract 229.01, San Francisco County, California",938,
1400000US06075022902,"Census Tract 229.02, San Francisco County, California",868,
1400000US06075022903,"Census Tract 229.03, San Francisco County, California",868,
1400000US06075023001,"Census Tract 230.01, San Francisco County, California",532,
1400000US06075023002,"Census Tract 230.02, San Francisco County, California",568,
1400000US06075023003,"Census Tract 230.03, San Francisco County, California",913,
1400000US06075023101,"Census Tract 231.01, San Francisco County, California",689,
1400000US06075023102,"Census Tract 231.02, San Francisco County, California",222,
1400000US06075023103,"Census Tract 231.03, San Francisco County, California",322,
1400000US06075023200,"Census Tract 232, San Francisco County, California",679,
1400000US06075023300,"Census Tract 233, San Francisco County, California",669,
1400000US06075023400,"Census Tract 234, San Francisco County, California",389,
1400000US06075025100,"Census Tract 251, San Francisco County, California",1050,
1400000US06075025200,"Census Tract 252, San Francisco County, California",1085,
1400000US06075025300,"Census Tract 253, San Francisco County, California",865,
1400000US06075025401,"Census Tract 254.01, San Francisco County, California",761,
1400000US06075025402,"Census Tract 254.02, San Francisco County, California",843,
1400000US06075025403,"Census Tract 254.03, San Francisco County, California",756,
1400000US06075025500,"Census Tract 255, San Francisco County, California",1055,
1400000US06075025600,"Census Tract 256, San Francisco County, California",1018,
1400000US06075025700,"Census Tract 257, San Francisco County, California",812,
1400000US06075025800,"Census Tract 258, San Francisco County, California",781,
1400000US06075025900,"Census Tract 259, San Francisco County, California",1012,
1400000US06075026001,"Census Tract 260.01, San Francisco County, California",814,
1400000US06075026002,"Census Tract 260.02, San Francisco County, California",1171,
1400000US06075026003,"Census Tract 260.03, San Francisco County, California",864,
1400000US06075026004,"Census Tract 260.04, San Francisco County, California",1006,
1400000US06075026100,"Census Tract 261, San Francisco County, California",941,
1400000US06075026200,"Census Tract 262, San Francisco County, California",973,
1400000US06075026301,"Census Tract 263.01, San Francisco County, California",890,
1400000US06075026302,"Census Tract 263.02, San Francisco County, California",841,
1400000US06075026303,"Census Tract 263.03, San Francisco County, California",853,
1400000US06075026401,"Census Tract 264.01, San Francisco County, California",764,
1400000US06075026402,"Census Tract 264.02, San Francisco County, California",696,
1400000US06075026403,"Census Tract 264.03, San Francisco County, California",740,
1400000US06075026404,"Census Tract 264.04, San Francisco County, California",931,
1400000US06075030101,"Census Tract 301.01, San Francisco County, California",1008,
1400000US06075030102,"Census Tract 301.02, San Francisco County, California",1061,
1400000US06075030201,"Census Tract 302.01, San Francisco County, California",933,
1400000US06075030202,"Census Tract 302.02, San Francisco County, California",968,
1400000US06075030301,"Census Tract 303.01, San Francisco County, California",1120,
1400000US06075030302,"Census Tract 303.02, San Francisco County, California",1140,
1400000US06075030400,"Census Tract 304, San Francisco County, California",1175,
1400000US06075030500,"Census Tract 305, San Francisco County, California",757,
1400000US06075030600,"Census Tract 306, San Francisco County, California",1154,
1400000US06075030700,"Census Tract 307, San Francisco County, California",1535,
1400000US06075030800,"Census Tract 308, San Francisco County, California",1056,
1400000US06075030900,"Census Tract 309, San Francisco County, California",1591,
1400000US06075031000,"Census Tract 310, San Francisco County, California",1210,
1400000US06075031100,"Census Tract 311, San Francisco County, California",891,
1400000US06075031200,"Census Tract 312, San Francisco County, California",937,
1400000US06075031300,"Census Tract 313, San Francisco County, California",880,
1400000US06075031400,"Census Tract 314, San Francisco County, California",861,
1400000US06075032600,"Census Tract 326, San Francisco County, California",976,
1400000US06075032700,"Census Tract 327, San Francisco County, California",1104,
1400000US06075032800,"Census Tract 328, San Francisco County, California",1110,
1400000US06075032900,"Census Tract 329, San Francisco County, California",1239,
1400000US06075033000,"Census Tract 330, San Francisco County, California",1071,
1400000US06075033100,"Census Tract 331, San Francisco County, California",1920,
1400000US06075033201,"Census Tract 332.01, San Francisco County, California",1246,
1400000US06075033202,"Census Tract 332.02, San Francisco County, California",1073,
1400000US06075035100,"Census Tract 351, San Francisco County, California",1127,
1400000US06075035201,"Census Tract 352.01, San Francisco County, California",923,
1400000US06075035202,"Census Tract 352.02, San Francisco County, California",909,
1400000US06075035300,"Census Tract 353, San Francisco County, California",1020,
1400000US06075035400,"Census Tract 354, San Francisco County, California",910,
1400000US06075040100,"Census Tract 401, San Francisco County, California",911,
1400000US06075040200,"Census Tract 402, San Francisco County, California",1047,
1400000US06075042600,"Census Tract 426, San Francisco County, California",910,
1400000US06075042700,"Census Tract 427, San Francisco County, California",853,
1400000US06075042800,"Census Tract 428, San Francisco County, California",1125,
1400000US06075045100,"Census Tract 451, San Francisco County, California",932,
1400000US06075045200,"Census Tract 452, San Francisco County, California",950,
1400000US06075047600,"Census Tract 476, San Francisco County, California",984,
1400000US06075047701,"Census Tract 477.01, San Francisco County, California",964,
1400000US06075047702,"Census Tract 477.02, San Francisco County, California",971,
1400000US06075047800,"Census Tract 478, San Francisco County, California",945,
1400000US06075047901,"Census Tract 479.01, San Francisco County, California",895,
1400000US06075047902,"Census Tract 479.02, San Francisco County, California",984,
1400000US06075060100,"Census Tract 601, San Francisco County, California",1735,
1400000US06075060200,"Census Tract 602, San Francisco County, California",1366,
1400000US06075060300,"Census Tract 603, San Francisco County, California",1097,
1400000US06075060400,"Census Tract 604, San Francisco County, California",1071,
1400000US06075060501,"Census Tract 605.01, San Francisco County, California",729,
1400000US06075060502,"Census Tract 605.02, San Francisco County, California",210,
1400000US06075060600,"Census Tract 606, San Francisco County, California",411,
1400000US06075060700,"Census Tract 607, San Francisco County, California",597,
1400000US06075060900,"Census Tract 609, San Francisco County, California",490,
1400000US06075061000,"Census Tract 610, San Francisco County, California",792,
1400000US06077000100,"Census Tract 1, San Joaquin County, California",316,
1400000US06077000300,"Census Tract 3, San Joaquin County, California",325,
1400000US06077000401,"Census Tract 4.01, San Joaquin County, California",464,
1400000US06077000402,"Census Tract 4.02, San Joaquin County, California",367,
1400000US06077000500,"Census Tract 5, San Joaquin County, California",379,
1400000US06077000600,"Census Tract 6, San Joaquin County, California",406,
1400000US06077000700,"Census Tract 7, San Joaquin County, California",397,
1400000US06077000800,"Census Tract 8, San Joaquin County, California",409,
1400000US06077000900,"Census Tract 9, San Joaquin County, California",486,
1400000US06077001000,"Census Tract 10, San Joaquin County, California",477,
1400000US06077001101,"Census Tract 11.01, San Joaquin County, California",581,
1400000US06077001102,"Census Tract 11.02, San Joaquin County, California",488,
1400000US06077001200,"Census Tract 12, San Joaquin County, California",539,
1400000US06077001300,"Census Tract 13, San Joaquin County, California",463,
1400000US06077001400,"Census Tract 14, San Joaquin County, California",424,
1400000US06077001500,"Census Tract 15, San Joaquin County, California",457,
1400000US06077001600,"Census Tract 16, San Joaquin County, California",429,
1400000US06077001700,"Census Tract 17, San Joaquin County, California",428,
1400000US06077001800,"Census Tract 18, San Joaquin County, California",474,
1400000US06077001900,"Census Tract 19, San Joaquin County, California",453,
1400000US06077002000,"Census Tract 20, San Joaquin County, California",412,
1400000US06077002100,"Census Tract 21, San Joaquin County, California",392,
1400000US06077002200,"Census Tract 22, San Joaquin County, California",408,
1400000US06077002300,"Census Tract 23, San Joaquin County, California",405,
1400000US06077002400,"Census Tract 24, San Joaquin County, California",492,
1400000US06077002501,"Census Tract 25.01, San Joaquin County, California",584,
1400000US06077002502,"Census Tract 25.02, San Joaquin County, California",232,
1400000US06077002701,"Census Tract 27.01, San Joaquin County, California",481,
1400000US06077002702,"Census Tract 27.02, San Joaquin County, California",513,
1400000US06077002800,"Census Tract 28, San Joaquin County, California",588,
1400000US06077003106,"Census Tract 31.06, San Joaquin County, California",542,
1400000US06077003108,"Census Tract 31.08, San Joaquin County, California",560,
1400000US06077003109,"Census Tract 31.09, San Joaquin County, California",607,
1400000US06077003110,"Census Tract 31.10, San Joaquin County, California",521,
1400000US06077003111,"Census Tract 31.11, San Joaquin County, California",592,
1400000US06077003112,"Census Tract 31.12, San Joaquin County, California",589,
1400000US06077003113,"Census Tract 31.13, San Joaquin County, California",487,
1400000US06077003114,"Census Tract 31.14, San Joaquin County, California",800,
1400000US06077003203,"Census Tract 32.03, San Joaquin County, California",573,
1400000US06077003205,"Census Tract 32.05, San Joaquin County, California",544,
1400000US06077003208,"Census Tract 32.08, San Joaquin County, California",557,
1400000US06077003209,"Census Tract 32.09, San Joaquin County, California",713,
1400000US06077003210,"Census Tract 32.10, San Joaquin County, California",1569,
1400000US06077003211,"Census Tract 32.11, San Joaquin County, California",546,
1400000US06077003213,"Census Tract 32.13, San Joaquin County, California",555,
1400000US06077003214,"Census Tract 32.14, San Joaquin County, California",865,
1400000US06077003215,"Census Tract 32.15, San Joaquin County, California",642,
1400000US06077003305,"Census Tract 33.05, San Joaquin County, California",491,
1400000US06077003306,"Census Tract 33.06, San Joaquin County, California",495,
1400000US06077003307,"Census Tract 33.07, San Joaquin County, California",503,
1400000US06077003308,"Census Tract 33.08, San Joaquin County, California",524,
1400000US06077003309,"Census Tract 33.09, San Joaquin County, California",476,
1400000US06077003310,"Census Tract 33.10, San Joaquin County, California",479,
1400000US06077003311,"Census Tract 33.11, San Joaquin County, California",473,
1400000US06077003403,"Census Tract 34.03, San Joaquin County, California",629,
1400000US06077003404,"Census Tract 34.04, San Joaquin County, California",529,
1400000US06077003405,"Census Tract 34.05, San Joaquin County, California",533,
1400000US06077003406,"Census Tract 34.06, San Joaquin County, California",492,
1400000US06077003407,"Census Tract 34.07, San Joaquin County, California",500,
1400000US06077003408,"Census Tract 34.08, San Joaquin County, California",580,
1400000US06077003500,"Census Tract 35, San Joaquin County, California",510,
1400000US06077003601,"Census Tract 36.01, San Joaquin County, California",593,
1400000US06077003602,"Census Tract 36.02, San Joaquin County, California",360,
1400000US06077003700,"Census Tract 37, San Joaquin County, California",387,
1400000US06077003801,"Census Tract 38.01, San Joaquin County, California",1125,
1400000US06077003802,"Census Tract 38.02, San Joaquin County, California",1125,
1400000US06077003803,"Census Tract 38.03, San Joaquin County, California",418,
1400000US06077003900,"Census Tract 39, San Joaquin County, California",412,
1400000US06077004001,"Census Tract 40.01, San Joaquin County, California",370,
1400000US06077004002,"Census Tract 40.02, San Joaquin County, California",1375,
1400000US06077004102,"Census Tract 41.02, San Joaquin County, California",503,
1400000US06077004103,"Census Tract 41.03, San Joaquin County, California",630,
1400000US06077004104,"Census Tract 41.04, San Joaquin County, California",1255,
1400000US06077004201,"Census Tract 42.01, San Joaquin County, California",594,
1400000US06077004202,"Census Tract 42.02, San Joaquin County, California",775,
1400000US06077004203,"Census Tract 42.03, San Joaquin County, California",502,
1400000US06077004204,"Census Tract 42.04, San Joaquin County, California",457,
1400000US06077004302,"Census Tract 43.02, San Joaquin County, California",504,
1400000US06077004303,"Census Tract 43.03, San Joaquin County, California",831,
1400000US06077004305,"Census Tract 43.05, San Joaquin County, California",681,
1400000US06077004306,"Census Tract 43.06, San Joaquin County, California",559,
1400000US06077004401,"Census Tract 44.01, San Joaquin County, California",458,
1400000US06077004402,"Census Tract 44.02, San Joaquin County, California",595,
1400000US06077004500,"Census Tract 45, San Joaquin County, California",429,
1400000US06077004600,"Census Tract 46, San Joaquin County, California",500,
1400000US06077004701,"Census Tract 47.01, San Joaquin County, California",552,
1400000US06077004702,"Census Tract 47.02, San Joaquin County, California",624,
1400000US06077004800,"Census Tract 48, San Joaquin County, California",533,
1400000US06077004901,"Census Tract 49.01, San Joaquin County, California",469,
1400000US06077004902,"Census Tract 49.02, San Joaquin County, California",471,
1400000US06077005001,"Census Tract 50.01, San Joaquin County, California",528,
1400000US06077005003,"Census Tract 50.03, San Joaquin County, California",489,
1400000US06077005004,"Census Tract 50.04, San Joaquin County, California",587,
1400000US06077005106,"Census Tract 51.06, San Joaquin County, California",467,
1400000US06077005108,"Census Tract 51.08, San Joaquin County, California",580,
1400000US06077005109,"Census Tract 51.09, San Joaquin County, California",517,
1400000US06077005110,"Census Tract 51.10, San Joaquin County, California",594,
1400000US06077005111,"Census Tract 51.11, San Joaquin County, California",618,
1400000US06077005112,"Census Tract 51.12, San Joaquin County, California",671,
1400000US06077005113,"Census Tract 51.13, San Joaquin County, California",652,
1400000US06077005114,"Census Tract 51.14, San Joaquin County, California",641,
1400000US06077005115,"Census Tract 51.15, San Joaquin County, California",577,
1400000US06077005118,"Census Tract 51.18, San Joaquin County, California",751,
1400000US06077005119,"Census Tract 51.19, San Joaquin County, California",489,
1400000US06077005122,"Census Tract 51.22, San Joaquin County, California",564,
1400000US06077005123,"Census Tract 51.23, San Joaquin County, California",679,
1400000US06077005124,"Census Tract 51.24, San Joaquin County, California",698,
1400000US06077005125,"Census Tract 51.25, San Joaquin County, California",813,
1400000US06077005126,"Census Tract 51.26, San Joaquin County, California",626,
1400000US06077005127,"Census Tract 51.27, San Joaquin County, California",680,
1400000US06077005128,"Census Tract 51.28, San Joaquin County, California",658,
1400000US06077005202,"Census Tract 52.02, San Joaquin County, California",631,
1400000US06077005203,"Census Tract 52.03, San Joaquin County, California",605,
1400000US06077005205,"Census Tract 52.05, San Joaquin County, California",891,
1400000US06077005302,"Census Tract 53.02, San Joaquin County, California",744,
1400000US06077005303,"Census Tract 53.03, San Joaquin County, California",608,
1400000US06077005305,"Census Tract 53.05, San Joaquin County, California",844,
1400000US06077005306,"Census Tract 53.06, San Joaquin County, California",756,
1400000US06077005403,"Census Tract 54.03, San Joaquin County, California",898,
1400000US06077005404,"Census Tract 54.04, San Joaquin County, California",491,
1400000US06077005500,"Census Tract 55, San Joaquin County, California",450,
1400000US06079010000,"Census Tract 100, San Luis Obispo County, California",553,
1400000US06079010100,"Census Tract 101, San Luis Obispo County, California",510,
1400000US06079010201,"Census Tract 102.01, San Luis Obispo County, California",593,
1400000US06079010202,"Census Tract 102.02, San Luis Obispo County, California",648,
1400000US06079010203,"Census Tract 102.03, San Luis Obispo County, California",689,
1400000US06079010300,"Census Tract 103, San Luis Obispo County, California",653,
1400000US06079010400,"Census Tract 104, San Luis Obispo County, California",744,
1400000US06079010500,"Census Tract 105, San Luis Obispo County, California",647,
1400000US06079010600,"Census Tract 106, San Luis Obispo County, California",633,
1400000US06079010701,"Census Tract 107.01, San Luis Obispo County, California",728,
1400000US06079010702,"Census Tract 107.02, San Luis Obispo County, California",774,
1400000US06079010703,"Census Tract 107.03, San Luis Obispo County, California",716,
1400000US06079010800,"Census Tract 108, San Luis Obispo County, California",621,
1400000US06079010901,"Census Tract 109.01, San Luis Obispo County, California",513,
1400000US06079010902,"Census Tract 109.02, San Luis Obispo County, California",660,
1400000US06079011000,"Census Tract 110, San Luis Obispo County, California",721,
1400000US06079011101,"Census Tract 111.01, San Luis Obispo County, California",613,
1400000US06079011102,"Census Tract 111.02, San Luis Obispo County, California",638,
1400000US06079011103,"Census Tract 111.03, San Luis Obispo County, California",652,
1400000US06079011200,"Census Tract 112, San Luis Obispo County, California",782,
1400000US06079011300,"Census Tract 113, San Luis Obispo County, California",790,
1400000US06079011400,"Census Tract 114, San Luis Obispo County, California",850,
1400000US06079011501,"Census Tract 115.01, San Luis Obispo County, California",781,
1400000US06079011502,"Census Tract 115.02, San Luis Obispo County, California",775,
1400000US06079011600,"Census Tract 116, San Luis Obispo County, California",711,
1400000US06079011700,"Census Tract 117, San Luis Obispo County, California",792,
1400000US06079011800,"Census Tract 118, San Luis Obispo County, California",772,
1400000US06079011901,"Census Tract 119.01, San Luis Obispo County, California",572,
1400000US06079011902,"Census Tract 119.02, San Luis Obispo County, California",675,
1400000US06079012000,"Census Tract 120, San Luis Obispo County, California",686,
1400000US06079012100,"Census Tract 121, San Luis Obispo County, California",670,
1400000US06079012200,"Census Tract 122, San Luis Obispo County, California",611,
1400000US06079012301,"Census Tract 123.01, San Luis Obispo County, California",685,
1400000US06079012302,"Census Tract 123.02, San Luis Obispo County, California",596,
1400000US06079012401,"Census Tract 124.01, San Luis Obispo County, California",612,
1400000US06079012402,"Census Tract 124.02, San Luis Obispo County, California",734,
1400000US06079012501,"Census Tract 125.01, San Luis Obispo County, California",568,
1400000US06079012502,"Census Tract 125.02, San Luis Obispo County, California",560,
1400000US06079012503,"Census Tract 125.03, San Luis Obispo County, California",663,
1400000US06079012600,"Census Tract 126, San Luis Obispo County, California",620,
1400000US06079012702,"Census Tract 127.02, San Luis Obispo County, California",650,
1400000US06079012703,"Census Tract 127.03, San Luis Obispo County, California",755,
1400000US06079012704,"Census Tract 127.04, San Luis Obispo County, California",772,
1400000US06079012800,"Census Tract 128, San Luis Obispo County, California",618,
1400000US06081600100,"Census Tract 6001, San Mateo County, California",924,
1400000US06081600200,"Census Tract 6002, San Mateo County, California",640,
1400000US06081600300,"Census Tract 6003, San Mateo County, California",1467,
1400000US06081600400,"Census Tract 6004, San Mateo County, California",949,
1400000US06081600500,"Census Tract 6005, San Mateo County, California",972,
1400000US06081600600,"Census Tract 6006, San Mateo County, California",909,
1400000US06081600700,"Census Tract 6007, San Mateo County, California",870,
1400000US06081600800,"Census Tract 6008, San Mateo County, California",1032,
1400000US06081600900,"Census Tract 6009, San Mateo County, California",1242,
1400000US06081601000,"Census Tract 6010, San Mateo County, California",1318,
1400000US06081601100,"Census Tract 6011, San Mateo County, California",1204,
1400000US06081601200,"Census Tract 6012, San Mateo County, California",991,
1400000US06081601300,"Census Tract 6013, San Mateo County, California",825,
1400000US06081601400,"Census Tract 6014, San Mateo County, California",1056,
1400000US06081601501,"Census Tract 6015.01, San Mateo County, California",1237,
1400000US06081601502,"Census Tract 6015.02, San Mateo County, California",989,
1400000US06081601601,"Census Tract 6016.01, San Mateo County, California",883,
1400000US06081601603,"Census Tract 6016.03, San Mateo County, California",1373,
1400000US06081601604,"Census Tract 6016.04, San Mateo County, California",1044,
1400000US06081601605,"Census Tract 6016.05, San Mateo County, California",1507,
1400000US06081601700,"Census Tract 6017, San Mateo County, California",1422,
1400000US06081601800,"Census Tract 6018, San Mateo County, California",1141,
1400000US06081601900,"Census Tract 6019, San Mateo County, California",1008,
1400000US06081602000,"Census Tract 6020, San Mateo County, California",1097,
1400000US06081602100,"Census Tract 6021, San Mateo County, California",855,
1400000US06081602200,"Census Tract 6022, San Mateo County, California",923,
1400000US06081602300,"Census Tract 6023, San Mateo County, California",935,
1400000US06081602400,"Census Tract 6024, San Mateo County, California",900,
1400000US06081602500,"Census Tract 6025, San Mateo County, California",1210,
1400000US06081602600,"Census Tract 6026, San Mateo County, California",1141,
1400000US06081602700,"Census Tract 6027, San Mateo County, California",1217,
1400000US06081602800,"Census Tract 6028, San Mateo County, California",1391,
1400000US06081602900,"Census Tract 6029, San Mateo County, California",1204,
1400000US06081603000,"Census Tract 6030, San Mateo County, California",1041,
1400000US06081603100,"Census Tract 6031, San Mateo County, California",1266,
1400000US06081603200,"Census Tract 6032, San Mateo County, California",1278,
1400000US06081603300,"Census Tract 6033, San Mateo County, California",1097,
1400000US06081603400,"Census Tract 6034, San Mateo County, California",778,
1400000US06081603500,"Census Tract 6035, San Mateo County, California",0,
1400000US06081603600,"Census Tract 6036, San Mateo County, California",1408,
1400000US06081603700,"Census Tract 6037, San Mateo County, California",1641,
1400000US06081603800,"Census Tract 6038, San Mateo County, California",1055,
1400000US06081603900,"Census Tract 6039, San Mateo County, California",1259,
1400000US06081604000,"Census Tract 6040, San Mateo County, California",1180,
1400000US06081604101,"Census Tract 6041.01, San Mateo County, California",946,
1400000US06081604102,"Census Tract 6041.02, San Mateo County, California",1060,
1400000US06081604200,"Census Tract 6042, San Mateo County, California",905,
1400000US06081604300,"Census Tract 6043, San Mateo County, California",0,
1400000US06081604400,"Census Tract 6044, San Mateo County, California",932,
1400000US06081604500,"Census Tract 6045, San Mateo County, California",1105,
1400000US06081604600,"Census Tract 6046, San Mateo County, California","2,000",
1400000US06081604700,"Census Tract 6047, San Mateo County, California",1549,
1400000US06081604800,"Census Tract 6048, San Mateo County, California",1174,
1400000US06081604900,"Census Tract 6049, San Mateo County, California",1652,
1400000US06081605000,"Census Tract 6050, San Mateo County, California",1105,
1400000US06081605100,"Census Tract 6051, San Mateo County, California",999,
1400000US06081605200,"Census Tract 6052, San Mateo County, California",1077,
1400000US06081605300,"Census Tract 6053, San Mateo County, California",1030,
1400000US06081605400,"Census Tract 6054, San Mateo County, California",1103,
1400000US06081605500,"Census Tract 6055, San Mateo County, California",997,
1400000US06081605600,"Census Tract 6056, San Mateo County, California","2,000",
1400000US06081605700,"Census Tract 6057, San Mateo County, California","2,000",
1400000US06081605800,"Census Tract 6058, San Mateo County, California",1298,
1400000US06081605900,"Census Tract 6059, San Mateo County, California",1020,
1400000US06081606000,"Census Tract 6060, San Mateo County, California",1008,
1400000US06081606100,"Census Tract 6061, San Mateo County, California",976,
1400000US06081606200,"Census Tract 6062, San Mateo County, California",1018,
1400000US06081606300,"Census Tract 6063, San Mateo County, California",1030,
1400000US06081606400,"Census Tract 6064, San Mateo County, California",1105,
1400000US06081606500,"Census Tract 6065, San Mateo County, California",1143,
1400000US06081606600,"Census Tract 6066, San Mateo County, California",1059,
1400000US06081606700,"Census Tract 6067, San Mateo County, California",1049,
1400000US06081606800,"Census Tract 6068, San Mateo County, California",1553,
1400000US06081606900,"Census Tract 6069, San Mateo County, California","2,000",
1400000US06081607000,"Census Tract 6070, San Mateo County, California",1211,
1400000US06081607100,"Census Tract 6071, San Mateo County, California",1829,
1400000US06081607200,"Census Tract 6072, San Mateo County, California",1080,
1400000US06081607300,"Census Tract 6073, San Mateo County, California",1324,
1400000US06081607400,"Census Tract 6074, San Mateo County, California",970,
1400000US06081607500,"Census Tract 6075, San Mateo County, California",932,
1400000US06081607600,"Census Tract 6076, San Mateo County, California",950,
1400000US06081607701,"Census Tract 6077.01, San Mateo County, California",1358,
1400000US06081607702,"Census Tract 6077.02, San Mateo County, California",1307,
1400000US06081607800,"Census Tract 6078, San Mateo County, California",1629,
1400000US06081607900,"Census Tract 6079, San Mateo County, California",1579,
1400000US06081608001,"Census Tract 6080.01, San Mateo County, California",1457,
1400000US06081608002,"Census Tract 6080.02, San Mateo County, California","2,000",
1400000US06081608004,"Census Tract 6080.04, San Mateo County, California",1468,
1400000US06081608013,"Census Tract 6080.13, San Mateo County, California",1937,
1400000US06081608023,"Census Tract 6080.23, San Mateo County, California",1875,
1400000US06081608100,"Census Tract 6081, San Mateo County, California",1369,
1400000US06081608200,"Census Tract 6082, San Mateo County, California",1615,
1400000US06081608300,"Census Tract 6083, San Mateo County, California",1411,
1400000US06081608400,"Census Tract 6084, San Mateo County, California",1369,
1400000US06081608501,"Census Tract 6085.01, San Mateo County, California",993,
1400000US06081608502,"Census Tract 6085.02, San Mateo County, California",1311,
1400000US06081608600,"Census Tract 6086, San Mateo County, California",997,
1400000US06081608700,"Census Tract 6087, San Mateo County, California",1067,
1400000US06081608800,"Census Tract 6088, San Mateo County, California","2,000",
1400000US06081608900,"Census Tract 6089, San Mateo County, California",1071,
1400000US06081609000,"Census Tract 6090, San Mateo County, California",1005,
1400000US06081609100,"Census Tract 6091, San Mateo County, California",1057,
1400000US06081609200,"Census Tract 6092, San Mateo County, California",1031,
1400000US06081609300,"Census Tract 6093, San Mateo County, California",1309,
1400000US06081609400,"Census Tract 6094, San Mateo County, California",1690,
1400000US06081609500,"Census Tract 6095, San Mateo County, California",1371,
1400000US06081609601,"Census Tract 6096.01, San Mateo County, California",1279,
1400000US06081609602,"Census Tract 6096.02, San Mateo County, California",1925,
1400000US06081609603,"Census Tract 6096.03, San Mateo County, California",1779,
1400000US06081609700,"Census Tract 6097, San Mateo County, California",1868,
1400000US06081609800,"Census Tract 6098, San Mateo County, California",1117,
1400000US06081609900,"Census Tract 6099, San Mateo County, California",1520,
1400000US06081610000,"Census Tract 6100, San Mateo County, California",1001,
1400000US06081610100,"Census Tract 6101, San Mateo County, California",897,
1400000US06081610201,"Census Tract 6102.01, San Mateo County, California",851,
