GEOID,Label for GEO_ID,Total,Owner Occupied,Renter Occupied
1400000US06073010005,"Census Tract 100.05, San Diego County, California",27926,55156,16976
1400000US06073010009,"Census Tract 100.09, San Diego County, California",27295,57031,17525
1400000US06073010010,"Census Tract 100.10, San Diego County, California",37190,50469,22740
1400000US06073010011,"Census Tract 100.11, San Diego County, California",50799,59405,36397
1400000US06073010012,"Census Tract 100.12, San Diego County, California",27402,40739,23173
1400000US06073010013,"Census Tract 100.13, San Diego County, California",20110,35583,18433
1400000US06073010014,"Census Tract 100.14, San Diego County, California",76386,76386,0
1400000US06073010015,"Census Tract 100.15, San Diego County, California",31324,46500,23214
1400000US06073010103,"Census Tract 101.03, San Diego County, California",30465,31940,28729
1400000US06073010104,"Census Tract 101.04, San Diego County, California",49972,53050,32073
1400000US06073010106,"Census Tract 101.06, San Diego County, California",33533,40255,24112
1400000US06073010107,"Census Tract 101.07, San Diego County, California",41391,44461,32721
1400000US06073010109,"Census Tract 101.09, San Diego County, California",52159,62125,36452
1400000US06073010110,"Census Tract 101.10, San Diego County, California",47726,65000,30754
1400000US06073010111,"Census Tract 101.11, San Diego County, California",32336,41471,24028
1400000US06073010112,"Census Tract 101.12, San Diego County, California",29535,39306,26519
1400000US06073010200,"Census Tract 102, San Diego County, California",39641,52476,32465
1400000US06073010300,"Census Tract 103, San Diego County, California",41130,50651,34583
1400000US06073010401,"Census Tract 104.01, San Diego County, California",30625,39063,30104
1400000US06073010402,"Census Tract 104.02, San Diego County, California",35404,49954,31802
1400000US06073010501,"Census Tract 105.01, San Diego County, California",31389,37955,23250
1400000US06073010502,"Census Tract 105.02, San Diego County, California",30713,59821,27311
1400000US06073010601,"Census Tract 106.01, San Diego County, California",97814,109646,75912
1400000US06073010602,"Census Tract 106.02, San Diego County, California",39088,75487,38750
1400000US06073010603,"Census Tract 106.03, San Diego County, California",82294,87127,52321
1400000US06073010700,"Census Tract 107, San Diego County, California",66071,103527,36944
1400000US06073010800,"Census Tract 108, San Diego County, California",55859,93297,42632
1400000US06073010900,"Census Tract 109, San Diego County, California",79449,98265,52292
1400000US06073011000,"Census Tract 110, San Diego County, California",55769,74063,47011
1400000US06073011100,"Census Tract 111, San Diego County, California",60861,74907,51719
1400000US06073011200,"Census Tract 112, San Diego County, California",93650,94396,88906
1400000US06073011300,"Census Tract 113, San Diego County, California",162500,0,162500
1400000US06073011400,"Census Tract 114, San Diego County, California",25119,42969,20223
1400000US06073011500,"Census Tract 115, San Diego County, California",21500,36667,14643
1400000US06073011601,"Census Tract 116.01, San Diego County, California",24787,40625,23760
1400000US06073011602,"Census Tract 116.02, San Diego County, California",27598,38750,23576
1400000US06073011700,"Census Tract 117, San Diego County, California",22339,42007,19771
1400000US06073011801,"Census Tract 118.01, San Diego County, California",30839,45463,24194
1400000US06073011802,"Census Tract 118.02, San Diego County, California",25278,35781,23090
1400000US06073011901,"Census Tract 119.01, San Diego County, California",23424,34063,20781
1400000US06073011902,"Census Tract 119.02, San Diego County, California",44653,45368,38500
1400000US06073012001,"Census Tract 120.01, San Diego County, California",33409,46705,31156
1400000US06073012002,"Census Tract 120.02, San Diego County, California",23713,39783,17147
1400000US06073012003,"Census Tract 120.03, San Diego County, California",41307,54417,21771
1400000US06073012101,"Census Tract 121.01, San Diego County, California",33929,49861,23190
1400000US06073012102,"Census Tract 121.02, San Diego County, California",39028,46989,28176
1400000US06073012200,"Census Tract 122, San Diego County, California",35703,41406,28810
1400000US06073012302,"Census Tract 123.02, San Diego County, California",26287,38942,22778
1400000US06073012303,"Census Tract 123.03, San Diego County, California",48265,59167,39191
1400000US06073012304,"Census Tract 123.04, San Diego County, California",39045,52946,32237
1400000US06073012401,"Census Tract 124.01, San Diego County, California",31226,42857,29194
1400000US06073012402,"Census Tract 124.02, San Diego County, California",28390,44091,26509
1400000US06073012500,"Census Tract 125, San Diego County, California",25346,27558,24937
1400000US06073012600,"Census Tract 126, San Diego County, California",35599,38750,33631
1400000US06073012700,"Census Tract 127, San Diego County, California",27411,34737,26754
1400000US06073012800,"Census Tract 128, San Diego County, California",35287,52156,24507
1400000US06073012900,"Census Tract 129, San Diego County, California",47325,52333,38984
1400000US06073013000,"Census Tract 130, San Diego County, California",36545,44242,30268
1400000US06073013102,"Census Tract 131.02, San Diego County, California",32151,36960,29986
1400000US06073013103,"Census Tract 131.03, San Diego County, California",30265,31964,27321
1400000US06073013104,"Census Tract 131.04, San Diego County, California",29492,48750,27351
1400000US06073013203,"Census Tract 132.03, San Diego County, California",28453,56313,23703
1400000US06073013204,"Census Tract 132.04, San Diego County, California",32015,35861,30102
1400000US06073013205,"Census Tract 132.05, San Diego County, California",25521,23750,30433
1400000US06073013206,"Census Tract 132.06, San Diego County, California",27537,29531,26098
1400000US06073013301,"Census Tract 133.01, San Diego County, California",55570,56844,41875
1400000US06073013302,"Census Tract 133.02, San Diego County, California",53719,57054,44018
1400000US06073013303,"Census Tract 133.03, San Diego County, California",38977,42688,30774
1400000US06073013306,"Census Tract 133.06, San Diego County, California",46505,62917,35000
1400000US06073013307,"Census Tract 133.07, San Diego County, California",44375,46250,39853
1400000US06073013308,"Census Tract 133.08, San Diego County, California",42361,43958,38438
1400000US06073013309,"Census Tract 133.09, San Diego County, California",60750,66278,44071
1400000US06073013310,"Census Tract 133.10, San Diego County, California",71847,92121,51188
1400000US06073013311,"Census Tract 133.11, San Diego County, California",80251,82208,57054
1400000US06073013312,"Census Tract 133.12, San Diego County, California",51379,52813,48333
1400000US06073013313,"Census Tract 133.13, San Diego County, California",62813,62292,63750
1400000US06073013401,"Census Tract 134.01, San Diego County, California",61090,61250,60729
1400000US06073013409,"Census Tract 134.09, San Diego County, California",57064,63854,46786
1400000US06073013410,"Census Tract 134.10, San Diego County, California",67027,71324,46667
1400000US06073013411,"Census Tract 134.11, San Diego County, California",87246,88729,68646
1400000US06073013412,"Census Tract 134.12, San Diego County, California",77520,85927,42407
1400000US06073013413,"Census Tract 134.13, San Diego County, California",66909,79598,42578
1400000US06073013414,"Census Tract 134.14, San Diego County, California",67243,68145,46964
1400000US06073013415,"Census Tract 134.15, San Diego County, California",59545,63688,43155
1400000US06073013416,"Census Tract 134.16, San Diego County, California",62353,71182,40982
1400000US06073013417,"Census Tract 134.17, San Diego County, California",100149,101416,40729
1400000US06073013418,"Census Tract 134.18, San Diego County, California",59145,61738,49286
1400000US06073013419,"Census Tract 134.19, San Diego County, California",67523,67801,35000
1400000US06073013503,"Census Tract 135.03, San Diego County, California",40819,56553,31851
1400000US06073013504,"Census Tract 135.04, San Diego County, California",67120,72125,56838
1400000US06073013505,"Census Tract 135.05, San Diego County, California",50142,52686,43487
1400000US06073013506,"Census Tract 135.06, San Diego County, California",37083,39519,27596
1400000US06073013601,"Census Tract 136.01, San Diego County, California",58375,68200,34050
1400000US06073013604,"Census Tract 136.04, San Diego County, California",61100,79686,37321
1400000US06073013605,"Census Tract 136.05, San Diego County, California",78209,78341,52188
1400000US06073013606,"Census Tract 136.06, San Diego County, California",54330,56946,46197
1400000US06073013701,"Census Tract 137.01, San Diego County, California",75205,83510,32353
1400000US06073013702,"Census Tract 137.02, San Diego County, California",44591,61822,29623
1400000US06073013801,"Census Tract 138.01, San Diego County, California",46781,53625,38354
1400000US06073013802,"Census Tract 138.02, San Diego County, California",42426,48382,37344
1400000US06073013903,"Census Tract 139.03, San Diego County, California",50778,56121,34958
1400000US06073013905,"Census Tract 139.05, San Diego County, California",61250,64338,39375
1400000US06073013906,"Census Tract 139.06, San Diego County, California",43125,48958,36302
1400000US06073013907,"Census Tract 139.07, San Diego County, California",29625,45066,25350
1400000US06073013908,"Census Tract 139.08, San Diego County, California",42037,50987,26371
1400000US06073013909,"Census Tract 139.09, San Diego County, California",47008,49240,36484
1400000US06073014001,"Census Tract 140.01, San Diego County, California",42545,53992,32056
1400000US06073014002,"Census Tract 140.02, San Diego County, California",48725,52357,39797
1400000US06073014101,"Census Tract 141.01, San Diego County, California",37188,45241,27102
1400000US06073014102,"Census Tract 141.02, San Diego County, California",46047,57750,25875
1400000US06073014200,"Census Tract 142, San Diego County, California",51641,55857,43429
1400000US06073014300,"Census Tract 143, San Diego County, California",41129,51412,30324
1400000US06073014400,"Census Tract 144, San Diego County, California",22391,26923,21797
1400000US06073014500,"Census Tract 145, San Diego County, California",40814,57218,30955
1400000US06073014601,"Census Tract 146.01, San Diego County, California",34787,47917,30568
1400000US06073014602,"Census Tract 146.02, San Diego County, California",51439,70809,37177
1400000US06073014700,"Census Tract 147, San Diego County, California",42064,48972,33040
1400000US06073014801,"Census Tract 148.01, San Diego County, California",37397,52083,31108
1400000US06073014803,"Census Tract 148.03, San Diego County, California",31995,51397,29140
1400000US06073014804,"Census Tract 148.04, San Diego County, California",42523,54135,26773
1400000US06073014900,"Census Tract 149, San Diego County, California",38938,52313,33378
1400000US06073015000,"Census Tract 150, San Diego County, California",44012,52234,37476
1400000US06073015100,"Census Tract 151, San Diego County, California",48942,57500,42850
1400000US06073015200,"Census Tract 152, San Diego County, California",75461,79582,45000
1400000US06073015301,"Census Tract 153.01, San Diego County, California",37011,46048,29485
1400000US06073015302,"Census Tract 153.02, San Diego County, California",54861,59139,30625
1400000US06073015403,"Census Tract 154.03, San Diego County, California",79126,80356,41071
1400000US06073015404,"Census Tract 154.04, San Diego County, California",37083,54679,29226
1400000US06073015405,"Census Tract 154.05, San Diego County, California",64175,73800,40188
1400000US06073015406,"Census Tract 154.06, San Diego County, California",102960,107338,46750
1400000US06073015501,"Census Tract 155.01, San Diego County, California",55019,58578,39063
1400000US06073015502,"Census Tract 155.02, San Diego County, California",68333,75193,21750
1400000US06073015601,"Census Tract 156.01, San Diego County, California",40692,53359,25377
1400000US06073015602,"Census Tract 156.02, San Diego County, California",73188,72946,73750
1400000US06073015701,"Census Tract 157.01, San Diego County, California",23125,17300,24047
1400000US06073015703,"Census Tract 157.03, San Diego County, California",25022,20944,25583
1400000US06073015704,"Census Tract 157.04, San Diego County, California",36303,43705,33052
1400000US06073015801,"Census Tract 158.01, San Diego County, California",22932,64844,22101
1400000US06073015802,"Census Tract 158.02, San Diego County, California",24965,44500,23076
1400000US06073015901,"Census Tract 159.01, San Diego County, California",27554,35508,27188
1400000US06073015902,"Census Tract 159.02, San Diego County, California",32641,45962,27331
1400000US06073016000,"Census Tract 160, San Diego County, California",44000,50833,33846
1400000US06073016100,"Census Tract 161, San Diego County, California",48367,58250,38116
1400000US06073016201,"Census Tract 162.01, San Diego County, California",65020,72788,28417
1400000US06073016202,"Census Tract 162.02, San Diego County, California",35407,40357,35271
1400000US06073016301,"Census Tract 163.01, San Diego County, California",32534,50795,27904
1400000US06073016302,"Census Tract 163.02, San Diego County, California",32031,39063,29289
1400000US06073016401,"Census Tract 164.01, San Diego County, California",52283,60132,39444
1400000US06073016402,"Census Tract 164.02, San Diego County, California",41667,62432,31732
1400000US06073016501,"Census Tract 165.01, San Diego County, California",35901,38523,35124
1400000US06073016502,"Census Tract 165.02, San Diego County, California",35021,50050,28442
1400000US06073016605,"Census Tract 166.05, San Diego County, California",46379,47350,37009
1400000US06073016606,"Census Tract 166.06, San Diego County, California",61419,63750,45294
1400000US06073016607,"Census Tract 166.07, San Diego County, California",59016,64097,38203
1400000US06073016608,"Census Tract 166.08, San Diego County, California",62723,65000,35197
1400000US06073016609,"Census Tract 166.09, San Diego County, California",61840,67213,25000
1400000US06073016610,"Census Tract 166.10, San Diego County, California",51182,57444,33324
1400000US06073016612,"Census Tract 166.12, San Diego County, California",64719,67973,40875
1400000US06073016613,"Census Tract 166.13, San Diego County, California",53611,60159,42500
1400000US06073016614,"Census Tract 166.14, San Diego County, California",58962,63594,34250
1400000US06073016615,"Census Tract 166.15, San Diego County, California",58051,62381,49028
1400000US06073016616,"Census Tract 166.16, San Diego County, California",45313,60000,34963
1400000US06073016617,"Census Tract 166.17, San Diego County, California",32370,31905,33816
1400000US06073016701,"Census Tract 167.01, San Diego County, California",48307,57634,34596
1400000US06073016702,"Census Tract 167.02, San Diego County, California",37711,55000,31270
1400000US06073016802,"Census Tract 168.02, San Diego County, California",52534,55503,29773
1400000US06073016804,"Census Tract 168.04, San Diego County, California",41429,57242,29959
1400000US06073016806,"Census Tract 168.06, San Diego County, California",43098,45428,40066
1400000US06073016807,"Census Tract 168.07, San Diego County, California",54475,57668,32434
1400000US06073016809,"Census Tract 168.09, San Diego County, California",52341,54667,45833
1400000US06073016810,"Census Tract 168.10, San Diego County, California",65362,66711,42891
1400000US06073016811,"Census Tract 168.11, San Diego County, California",56280,56500,55179
1400000US06073016901,"Census Tract 169.01, San Diego County, California",51396,60392,35284
1400000US06073016902,"Census Tract 169.02, San Diego County, California",55288,57742,45893
1400000US06073017006,"Census Tract 170.06, San Diego County, California",85291,88460,40278
1400000US06073017007,"Census Tract 170.07, San Diego County, California",98204,104362,41979
1400000US06073017009,"Census Tract 170.09, San Diego County, California",54321,64583,39205
1400000US06073017010,"Census Tract 170.10, San Diego County, California",73846,75716,71875
1400000US06073017014,"Census Tract 170.14, San Diego County, California",37134,37609,36667
1400000US06073017015,"Census Tract 170.15, San Diego County, California",66571,75055,54818
1400000US06073017018,"Census Tract 170.18, San Diego County, California",44543,51495,37037
1400000US06073017019,"Census Tract 170.19, San Diego County, California",56961,59670,40156
1400000US06073017020,"Census Tract 170.20, San Diego County, California",103687,105998,57143
1400000US06073017021,"Census Tract 170.21, San Diego County, California",112573,116223,38750
1400000US06073017022,"Census Tract 170.22, San Diego County, California",74844,78297,62283
1400000US06073017026,"Census Tract 170.26, San Diego County, California",60656,66875,50211
1400000US06073017029,"Census Tract 170.29, San Diego County, California",128463,143446,53235
1400000US06073017030,"Census Tract 170.30, San Diego County, California",87687,101735,62708
1400000US06073017031,"Census Tract 170.31, San Diego County, California",62212,68466,52955
1400000US06073017032,"Census Tract 170.32, San Diego County, California",72101,89275,51379
1400000US06073017033,"Census Tract 170.33, San Diego County, California",87719,92728,51250
1400000US06073017034,"Census Tract 170.34, San Diego County, California",65821,83438,51969
1400000US06073017035,"Census Tract 170.35, San Diego County, California",38011,102773,24561
1400000US06073017036,"Census Tract 170.36, San Diego County, California",67188,67596,65962
1400000US06073017037,"Census Tract 170.37, San Diego County, California",77447,83915,47375
1400000US06073017038,"Census Tract 170.38, San Diego County, California",77974,85743,61250
1400000US06073017039,"Census Tract 170.39, San Diego County, California",82014,85033,62917
1400000US06073017040,"Census Tract 170.40, San Diego County, California",69655,76807,55625
1400000US06073017041,"Census Tract 170.41, San Diego County, California",60488,68403,37760
1400000US06073017042,"Census Tract 170.42, San Diego County, California",83348,85452,75701
1400000US06073017043,"Census Tract 170.43, San Diego County, California",67321,74543,49375
1400000US06073017044,"Census Tract 170.44, San Diego County, California",89604,90518,81263
1400000US06073017045,"Census Tract 170.45, San Diego County, California",127049,127377,96785
1400000US06073017046,"Census Tract 170.46, San Diego County, California",102889,107327,48068
1400000US06073017047,"Census Tract 170.47, San Diego County, California",95305,100000,79199
1400000US06073017048,"Census Tract 170.48, San Diego County, California",42663,58664,32578
1400000US06073017049,"Census Tract 170.49, San Diego County, California",63527,70536,46133
1400000US06073017050,"Census Tract 170.50, San Diego County, California",62700,74643,40417
1400000US06073017104,"Census Tract 171.04, San Diego County, California",79165,84203,60870
1400000US06073017105,"Census Tract 171.05, San Diego County, California",100231,115989,50313
1400000US06073017106,"Census Tract 171.06, San Diego County, California",193373,"200,000+",119712
1400000US06073017107,"Census Tract 171.07, San Diego County, California",100137,98249,111814
1400000US06073017108,"Census Tract 171.08, San Diego County, California",81530,84681,53750
1400000US06073017200,"Census Tract 172, San Diego County, California",83482,94906,67619
1400000US06073017303,"Census Tract 173.03, San Diego County, California",70652,102043,49554
1400000US06073017304,"Census Tract 173.04, San Diego County, California",57336,80886,46435
1400000US06073017305,"Census Tract 173.05, San Diego County, California",98705,104162,58516
1400000US06073017306,"Census Tract 173.06, San Diego County, California",128765,135701,66500
1400000US06073017401,"Census Tract 174.01, San Diego County, California",62179,83362,51416
1400000US06073017403,"Census Tract 174.03, San Diego County, California",71739,78242,41750
1400000US06073017404,"Census Tract 174.04, San Diego County, California",63402,73125,47984
1400000US06073017501,"Census Tract 175.01, San Diego County, California",58550,77433,40878
1400000US06073017502,"Census Tract 175.02, San Diego County, California",46037,52500,36776
1400000US06073017601,"Census Tract 176.01, San Diego County, California",80053,87351,51250
1400000US06073017603,"Census Tract 176.03, San Diego County, California",75620,82476,40536
1400000US06073017604,"Census Tract 176.04, San Diego County, California",47602,60461,40697
1400000US06073017701,"Census Tract 177.01, San Diego County, California",44497,61964,36148
1400000US06073017702,"Census Tract 177.02, San Diego County, California",50089,68487,42031
1400000US06073017801,"Census Tract 178.01, San Diego County, California",63032,79582,44331
1400000US06073017805,"Census Tract 178.05, San Diego County, California",51005,51458,50758
1400000US06073017806,"Census Tract 178.06, San Diego County, California",90709,94188,33750
1400000US06073017808,"Census Tract 178.08, San Diego County, California",96032,101799,49917
1400000US06073017809,"Census Tract 178.09, San Diego County, California",60917,69028,46964
1400000US06073017810,"Census Tract 178.10, San Diego County, California",64635,73906,44327
1400000US06073017811,"Census Tract 178.11, San Diego County, California",63258,73750,51156
1400000US06073017812,"Census Tract 178.12, San Diego County, California",64022,91418,25324
1400000US06073017900,"Census Tract 179, San Diego County, California",36775,58580,31028
1400000US06073018000,"Census Tract 180, San Diego County, California",42095,79255,39889
1400000US06073018100,"Census Tract 181, San Diego County, California",37750,48696,32951
1400000US06073018200,"Census Tract 182, San Diego County, California",28004,50313,22857
1400000US06073018300,"Census Tract 183, San Diego County, California",31795,51250,26745
1400000US06073018400,"Census Tract 184, San Diego County, California",25150,36806,23142
1400000US06073018504,"Census Tract 185.04, San Diego County, California",55000,66789,42596
1400000US06073018507,"Census Tract 185.07, San Diego County, California",44231,45246,41959
1400000US06073018509,"Census Tract 185.09, San Diego County, California",36620,61212,30893
1400000US06073018510,"Census Tract 185.10, San Diego County, California",51212,59375,35441
1400000US06073018511,"Census Tract 185.11, San Diego County, California",34627,52500,29488
1400000US06073018512,"Census Tract 185.12, San Diego County, California",29735,28284,31994
1400000US06073018513,"Census Tract 185.13, San Diego County, California",57885,69063,47558
1400000US06073018514,"Census Tract 185.14, San Diego County, California",62903,72744,32148
1400000US06073018515,"Census Tract 185.15, San Diego County, California",61132,72393,41771
1400000US06073018516,"Census Tract 185.16, San Diego County, California",56592,67440,43036
1400000US06073018517,"Census Tract 185.17, San Diego County, California",37385,40889,35321
1400000US06073018518,"Census Tract 185.18, San Diego County, California",42596,53333,35573
1400000US06073018519,"Census Tract 185.19, San Diego County, California",45963,58152,30466
1400000US06073018601,"Census Tract 186.01, San Diego County, California",59070,65263,44688
1400000US06073018603,"Census Tract 186.03, San Diego County, California",31807,44563,28071
1400000US06073018607,"Census Tract 186.07, San Diego County, California",38554,45292,31208
1400000US06073018608,"Census Tract 186.08, San Diego County, California",48810,51667,45379
1400000US06073018609,"Census Tract 186.09, San Diego County, California",42184,49403,34844
1400000US06073018610,"Census Tract 186.10, San Diego County, California",44797,57298,33818
1400000US06073018611,"Census Tract 186.11, San Diego County, California",55160,62396,31848
1400000US06073018612,"Census Tract 186.12, San Diego County, California",60960,62823,53333
1400000US06073018700,"Census Tract 187, San Diego County, California",32127,42829,31795
1400000US06073018801,"Census Tract 188.01, San Diego County, California",72174,78252,37778
1400000US06073018802,"Census Tract 188.02, San Diego County, California",69854,72950,34712
1400000US06073018803,"Census Tract 188.03, San Diego County, California",54219,59883,43000
1400000US06073018903,"Census Tract 189.03, San Diego County, California",41190,52839,27857
1400000US06073018904,"Census Tract 189.04, San Diego County, California",38333,54886,23547
1400000US06073018905,"Census Tract 189.05, San Diego County, California",36970,49494,28184
1400000US06073018906,"Census Tract 189.06, San Diego County, California",35313,50494,30000
1400000US06073019001,"Census Tract 190.01, San Diego County, California",57104,62270,32625
1400000US06073019002,"Census Tract 190.02, San Diego County, California",43304,59205,29500
1400000US06073019101,"Census Tract 191.01, San Diego County, California",43452,60972,26563
1400000US06073019103,"Census Tract 191.03, San Diego County, California",62328,66542,35833
1400000US06073019105,"Census Tract 191.05, San Diego County, California",55721,58563,40463
1400000US06073019106,"Census Tract 191.06, San Diego County, California",63571,69355,43370
1400000US06073019107,"Census Tract 191.07, San Diego County, California",44444,49261,30795
1400000US06073019203,"Census Tract 192.03, San Diego County, California",58548,64318,35208
1400000US06073019205,"Census Tract 192.05, San Diego County, California",32718,35880,28278
1400000US06073019206,"Census Tract 192.06, San Diego County, California",38169,52321,28016
1400000US06073019207,"Census Tract 192.07, San Diego County, California",48071,66528,31905
1400000US06073019208,"Census Tract 192.08, San Diego County, California",66688,72721,42857
1400000US06073019301,"Census Tract 193.01, San Diego County, California",68708,71531,47963
1400000US06073019302,"Census Tract 193.02, San Diego County, California",45183,54212,33929
1400000US06073019303,"Census Tract 193.03, San Diego County, California",56318,65822,29189
1400000US06073019403,"Census Tract 194.03, San Diego County, California",56891,57061,44792
1400000US06073019404,"Census Tract 194.04, San Diego County, California",46032,48971,32727
1400000US06073019405,"Census Tract 194.05, San Diego County, California",44079,65691,36566
1400000US06073019406,"Census Tract 194.06, San Diego County, California",49556,62935,41029
1400000US06073019501,"Census Tract 195.01, San Diego County, California",32173,34931,31339
1400000US06073019502,"Census Tract 195.02, San Diego County, California",29681,51402,27694
1400000US06073019503,"Census Tract 195.03, San Diego County, California",36196,40750,30368
1400000US06073019601,"Census Tract 196.01, San Diego County, California",42739,60563,25875
1400000US06073019602,"Census Tract 196.02, San Diego County, California",49609,63150,30964
1400000US06073019701,"Census Tract 197.01, San Diego County, California",42366,52281,31375
1400000US06073019702,"Census Tract 197.02, San Diego County, California",51819,57813,32500
1400000US06073019803,"Census Tract 198.03, San Diego County, California",56169,65972,44427
1400000US06073019804,"Census Tract 198.04, San Diego County, California",74250,78134,60484
1400000US06073019805,"Census Tract 198.05, San Diego County, California",38299,40000,31875
1400000US06073019806,"Census Tract 198.06, San Diego County, California",65729,69787,46111
1400000US06073019807,"Census Tract 198.07, San Diego County, California",57283,59265,47900
1400000US06073019902,"Census Tract 199.02, San Diego County, California",50259,67292,39779
1400000US06073019903,"Census Tract 199.03, San Diego County, California",56435,61545,30938
1400000US06073019904,"Census Tract 199.04, San Diego County, California",50646,58188,39653
1400000US06073019905,"Census Tract 199.05, San Diego County, California",51558,71429,42238
1400000US06073020009,"Census Tract 200.09, San Diego County, California",32647,25909,35481
1400000US06073020010,"Census Tract 200.10, San Diego County, California",58705,59167,50365
1400000US06073020013,"Census Tract 200.13, San Diego County, California",77977,84036,54450
1400000US06073020014,"Census Tract 200.14, San Diego County, California",68086,74138,56581
1400000US06073020015,"Census Tract 200.15, San Diego County, California",59544,61779,48438
1400000US06073020016,"Census Tract 200.16, San Diego County, California",90777,95595,62208
1400000US06073020017,"Census Tract 200.17, San Diego County, California",37076,50690,33679
1400000US06073020018,"Census Tract 200.18, San Diego County, California",38924,40625,36875
1400000US06073020019,"Census Tract 200.19, San Diego County, California",40657,41358,34943
1400000US06073020020,"Census Tract 200.20, San Diego County, California",70364,72227,37955
1400000US06073020021,"Census Tract 200.21, San Diego County, California",41383,70208,24743
1400000US06073020022,"Census Tract 200.22, San Diego County, California",51181,68063,29056
1400000US06073020023,"Census Tract 200.23, San Diego County, California",50723,50214,51336
1400000US06073020024,"Census Tract 200.24, San Diego County, California",45764,44730,54063
1400000US06073020025,"Census Tract 200.25, San Diego County, California",52373,68233,36106
1400000US06073020103,"Census Tract 201.03, San Diego County, California",65722,70991,47601
1400000US06073020105,"Census Tract 201.05, San Diego County, California",46406,53990,40350
1400000US06073020106,"Census Tract 201.06, San Diego County, California",53860,59955,39063
1400000US06073020107,"Census Tract 201.07, San Diego County, California",62656,70071,45750
1400000US06073020108,"Census Tract 201.08, San Diego County, California",37662,56360,31538
1400000US06073020109,"Census Tract 201.09, San Diego County, California",56453,56017,65694
1400000US06073020202,"Census Tract 202.02, San Diego County, California",30411,53125,26901
1400000US06073020206,"Census Tract 202.06, San Diego County, California",40881,57500,30559
1400000US06073020207,"Census Tract 202.07, San Diego County, California",27871,37647,26654
1400000US06073020208,"Census Tract 202.08, San Diego County, California",53170,54263,41513
1400000US06073020209,"Census Tract 202.09, San Diego County, California",28063,26705,30532
1400000US06073020210,"Census Tract 202.10, San Diego County, California",35909,42727,28553
1400000US06073020211,"Census Tract 202.11, San Diego County, California",35678,48688,30337
1400000US06073020212,"Census Tract 202.12, San Diego County, California",21487,31985,20898
1400000US06073020302,"Census Tract 203.02, San Diego County, California",32006,43221,28019
1400000US06073020304,"Census Tract 203.04, San Diego County, California",66412,67961,48056
1400000US06073020305,"Census Tract 203.05, San Diego County, California",53656,60805,39398
1400000US06073020306,"Census Tract 203.06, San Diego County, California",43468,46200,41333
1400000US06073020307,"Census Tract 203.07, San Diego County, California",47500,59116,25403
1400000US06073020401,"Census Tract 204.01, San Diego County, California",98368,104963,55833
1400000US06073020403,"Census Tract 204.03, San Diego County, California",54643,56192,39539
1400000US06073020404,"Census Tract 204.04, San Diego County, California",51122,91492,37117
1400000US06073020405,"Census Tract 204.05, San Diego County, California",87824,88869,43750
1400000US06073020500,"Census Tract 205, San Diego County, California",39093,54946,32679
1400000US06073020601,"Census Tract 206.01, San Diego County, California",31250,46458,26913
1400000US06073020602,"Census Tract 206.02, San Diego County, California",40202,48922,31719
1400000US06073020705,"Census Tract 207.05, San Diego County, California",55766,57627,47891
1400000US06073020706,"Census Tract 207.06, San Diego County, California",80000,87554,46000
1400000US06073020707,"Census Tract 207.07, San Diego County, California",40023,47723,31627
1400000US06073020708,"Census Tract 207.08, San Diego County, California",56181,73056,33438
1400000US06073020709,"Census Tract 207.09, San Diego County, California",72047,75775,41765
1400000US06073020710,"Census Tract 207.10, San Diego County, California",80340,91407,41591
1400000US06073020801,"Census Tract 208.01, San Diego County, California",61921,69110,38580
1400000US06073020805,"Census Tract 208.05, San Diego County, California",51683,63250,35189
1400000US06073020806,"Census Tract 208.06, San Diego County, California",37653,52083,28288
1400000US06073020807,"Census Tract 208.07, San Diego County, California",58375,65195,52574
1400000US06073020808,"Census Tract 208.08, San Diego County, California",76415,78010,49643
1400000US06073020809,"Census Tract 208.09, San Diego County, California",56667,66629,36845
1400000US06073020902,"Census Tract 209.02, San Diego County, California",51920,58611,42708
1400000US06073020903,"Census Tract 209.03, San Diego County, California",32277,36696,29479
1400000US06073020904,"Census Tract 209.04, San Diego County, California",48875,54000,30833
1400000US06073021000,"Census Tract 210, San Diego County, California",35381,37321,28182
1400000US06073021100,"Census Tract 211, San Diego County, California",35897,40614,26188
1400000US06073021202,"Census Tract 212.02, San Diego County, California",41304,45524,35787
1400000US06073021203,"Census Tract 212.03, San Diego County, California",52639,71910,33166
1400000US06073021204,"Census Tract 212.04, San Diego County, California",85135,87107,44659
1400000US06073021302,"Census Tract 213.02, San Diego County, California",60594,64500,30300
1400000US06073021303,"Census Tract 213.03, San Diego County, California",88894,94492,51691
1400000US06073021304,"Census Tract 213.04, San Diego County, California",86201,91607,22417
1400000US06075010100,"Census Tract 101, San Francisco County, California",46157,70804,43510
1400000US06075010200,"Census Tract 102, San Francisco County, California",78366,120418,71023
1400000US06075010300,"Census Tract 103, San Francisco County, California",67542,84701,62853
1400000US06075010400,"Census Tract 104, San Francisco County, California",68194,90272,59630
1400000US06075010500,"Census Tract 105, San Francisco County, California",71402,102264,61473
1400000US06075010600,"Census Tract 106, San Francisco County, California",37068,60521,32321
1400000US06075010700,"Census Tract 107, San Francisco County, California",15589,56071,14590
1400000US06075010800,"Census Tract 108, San Francisco County, California",49731,61875,47278
1400000US06075010900,"Census Tract 109, San Francisco County, California",63281,90000,56854
